"MWS_SAW_BATCH_ID";"AGE_INDEX";"MWS_EQP_ID";"MWS_LOT_ID_LIST";"INGOT_SEGMENT_COUNT";"MAX_POS_IN_SAWINGBATCH";"MAX_DEFLECTION";"MWS_RECIPE_ID";"MWS_CUT_NUMBER";"WIRE_GUIDE_ROLLER_RUN_COUNT";"MWS_CUT_DONE_TIMESTAMP";"MWS_BOW_PLATE_ALLOWED";"MWS_BOW_PROFILE_ACTIVE";"MWS_CUT_INTERRUPTED";"MWS_WIRE_BREAK";"SPC_ALARM";"WIRE_GUIDE_ROLLER_CHANGED";"COMPLETE_CUT";"WAFER_LIST"
"MWS328131";9.0;"LW_37";"M77JC;M79JC";2.0;350.0;44.0;"10.6V-B37-50KG";5145.0;32.0;"2019-02-13 07:02:369";"Y";"Y";"N";"N";"Y";"N";"Y";"BW0822567734,BW0822567733,BW0822567732,BW0822567731,BW0822567730,BW0822567729,BW0822567728,BW0822567727,BW0822567726,BW0822567725,BW0822567724,BW0822567722,BW0822567447,BW0822567446,BW0822567445,BW0822567436,BW0822567435,BW0822567434,BW0822567433,BW0822567432,BW0822567431,BW0822567429,BW0822567428,BW0822567427"
"MWS328035";10.0;"LW_37";"M79CQ;M79EW";2.0;360.0;44.0;"10.6V-B37-50KG";5144.0;31.0;"2019-02-12 19:04:904";"Y";"Y";"N";"N";"Y";"N";"Y";"BW0822564270,BW0822564269,BW0822564268,BW0822564267,BW0822564266,BW0822564265,BW0822564264,BW0822564263,BW0822564262,BW0822564261,BW0822564258,BW0822563919,BW0822563918,BW0822563917,BW0822563892,BW0822563891,BW0822563890,BW0822563889,BW0822563888,BW0822563887,BW0822563886,BW0822563885,BW0822563884"
"MWS327754";11.0;"LW_37";"M79CP";1.0;324.0;44.0;"10.6V-B37-50KG";5143.0;30.0;"2019-02-12 07:18:681";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822561230,BW0822561229,BW0822561228,BW0822561227,BW0822561226,BW0822561225,BW0822561224,BW0822561223,BW0822561222,BW0822561221,BW0822561220,BW0822561219,BW0822561218,BW0822560709,BW0822560708,BW0822560707"
"MWS328024";12.0;"LW_37";"M79FQ";1.0;238.0;44.0;"10.6V-B37-50KG";5142.0;29.0;"2019-02-11 17:10:152";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822556935,BW0822556934,BW0822556933,BW0822556932,BW0822556931,BW0822556930,BW0822556929,BW0822556928,BW0822556927,BW0822556926,BW0822556923,BW0822556697,BW0822556696,BW0822556695"
"MWS327548";13.0;"LW_37";"M795H";1.0;390.0;44.0;"10.6V-B37-50KG";5141.0;28.0;"2019-02-11 00:56:903";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822552779,BW0822552778,BW0822552777,BW0822552776,BW0822552775,BW0822552774,BW0822552773,BW0822552772,BW0822552771,BW0822552770,BW0822552769,BW0822552768,BW0822552767,BW0822552493,BW0822552492,BW0822552491,BW0822552484,BW0822552483,BW0822552482"
"MWS327462";14.0;"LW_37";"M795G";1.0;391.0;44.0;"10.6V-B37-50KG";5140.0;27.0;"2019-02-10 13:03:449";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822549203,BW0822549202,BW0822549201,BW0822549200,BW0822549199,BW0822549198,BW0822549197,BW0822549196,BW0822549195,BW0822549194,BW0822549193,BW0822549192,BW0822549191,BW0822548637,BW0822548636,BW0822548635,BW0822548628,BW0822548627,BW0822548626"
"MWS327862";15.0;"LW_37";"M776P;M776G;M77JR";3.0;299.0;44.0;"10.6V-B37-50KG";5139.0;26.0;"2019-02-10 00:43:807";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822545681,BW0822545680,BW0822545679,BW0822545678,BW0822545677,BW0822545676,BW0822545674,BW0822545673,BW0822545672,BW0822545465,BW0822545464,BW0822545463,BW0822545462,BW0822545461,BW0822545460,BW0822545458,BW0822545457,BW0822545456,BW0822545379,BW0822545378,BW0822545377,BW0822545376,BW0822545375,BW0822545374,BW0822545372,BW0822545371,BW0822545370"
"MWS327439";16.0;"LW_37";"M796R";1.0;380.0;44.0;"10.6V-B37-50KG";5138.0;25.0;"2019-02-09 11:47:594";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822541325,BW0822541324,BW0822541323,BW0822541322,BW0822541321,BW0822541320,BW0822541319,BW0822541318,BW0822541317,BW0822541316,BW0822541315,BW0822541314,BW0822540811,BW0822540810,BW0822540809,BW0822540802,BW0822540801,BW0822540800"
"MWS327639";17.0;"LW_37";"M79CJ;M792R";2.0;373.0;44.0;"10.6V-B37-50KG";5137.0;24.0;"2019-02-08 17:33:647";"Y";"Y";"N";"N";"Y";"N";"Y";"BW0822535437,BW0822535449,BW0822535448,BW0822535447,BW0822535446,BW0822535445,BW0822535444,BW0822535443,BW0822535442,BW0822535183,BW0822535182,BW0822535181,BW0822535172,BW0822535171,BW0822535170,BW0822535169,BW0822535168,BW0822535167,BW0822535166,BW0822535165,BW0822535160,BW0822534848,BW0822534847,BW0822534846"
"MWS327234";18.0;"LW_37";"M793W";1.0;391.0;44.0;"10.6V-B37-50KG";5136.0;23.0;"2019-02-08 02:19:273";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822530241,BW0822530240,BW0822530239,BW0822530238,BW0822530237,BW0822530236,BW0822530235,BW0822530234,BW0822530233,BW0822530232,BW0822530231,BW0822530230,BW0822530229,BW0822529720,BW0822529719,BW0822529718,BW0822529711,BW0822529710,BW0822529709"
"MWS327532";19.0;"LW_37";"M773D;M799Q";2.0;388.0;44.0;"10.6V-B37-50KG";5135.0;22.0;"2019-02-07 09:09:399";"Y";"Y";"N";"N";"Y";"N";"Y";"BW0822524821,BW0822524820,BW0822524819,BW0822525128,BW0822525127,BW0822525126,BW0822525125,BW0822525124,BW0822525123,BW0822525122,BW0822525121,BW0822525116,BW0822524790,BW0822524789,BW0822524788,BW0822524787,BW0822524786,BW0822524785,BW0822524784,BW0822524783,BW0822524778,BW0822524532,BW0822524531,BW0822524530"
"MWS327479";20.0;"LW_37";"M796A;M77QE;M76UR";3.0;295.0;44.0;"10.6V-B37-50KG";5134.0;21.0;"2019-02-06 15:28:210";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822521207,BW0822521206,BW0822521205,BW0822521204,BW0822521203,BW0822521202,BW0822521200,BW0822521199,BW0822521198,BW0822521046,BW0822521045,BW0822521044,BW0822521043,BW0822521042,BW0822521041,BW0822521039,BW0822521038,BW0822521037,BW0822520884,BW0822520883,BW0822520882,BW0822520881,BW0822520880,BW0822520879,BW0822520877,BW0822520876,BW0822520875"
"MWS325869";21.0;"LW_37";"M770J";1.0;376.0;44.0;"10.6V-B37-50KG";5133.0;20.0;"2019-02-05 23:34:93";"Y";"N";"N";"N";"N";"N";"Y";"BW0822515383,BW0822515382,BW0822515381,BW0822515380,BW0822515379,BW0822515378,BW0822515377,BW0822515376,BW0822515375,BW0822515374,BW0822515373,BW0822515372,BW0822515371,BW0822515044,BW0822515043,BW0822515042,BW0822515035,BW0822515034,BW0822515033"
"MWS327372";22.0;"LW_37";"M77RY;M795A";2.0;385.0;44.0;"10.6V-B37-50KG";5132.0;19.0;"2019-02-05 10:44:341";"Y";"N";"N";"N";"Y";"N";"Y";"BW0822511537,BW0822511536,BW0822511535,BW0822511534,BW0822511533,BW0822511532,BW0822511531,BW0822511530,BW0822511529,BW0822511528,BW0822511527,BW0822511526,BW0822511525,BW0822511063,BW0822511062,BW0822511061,BW0822511037,BW0822511036,BW0822511035,BW0822511034,BW0822511033,BW0822511032,BW0822511030,BW0822511029,BW0822511028"
"MWS327141";23.0;"LW_37";"M790G";1.0;391.0;44.0;"10.6V-B37-50KG";5131.0;18.0;"2019-02-04 23:16:532";"Y";"N";"N";"N";"N";"N";"Y";"BW0822507784,BW0822507783,BW0822507255,BW0822507254,BW0822507253,BW0822507246,BW0822507245,BW0822507244,BW0822507795,BW0822507794,BW0822507793,BW0822507792,BW0822507791,BW0822507790,BW0822507789,BW0822507788,BW0822507787,BW0822507786,BW0822507785"
"MWS326377";24.0;"LW_37";"M77DT;M77DU;M77EH";3.0;386.0;44.0;"10.6V-B37-50KG";5130.0;17.0;"2019-02-04 11:45:947";"Y";"N";"N";"N";"Y";"N";"Y";"BW0822504322,BW0822504321,BW0822504320,BW0822504319,BW0822504318,BW0822504317,BW0822504316,BW0822504315,BW0822504314,BW0822504310,BW0822503954,BW0822503953,BW0822503952,BW0822503943,BW0822503942,BW0822503941,BW0822503940,BW0822503939,BW0822503936,BW0822503935,BW0822503934,BW0822503868,BW0822503867,BW0822503866,BW0822503865,BW0822503864,BW0822503861,BW0822503860,BW0822503859"
"MWS327130";25.0;"LW_37";"M77LA;M791F;M77LC";3.0;355.0;44.0;"10.6V-B37-50KG";5129.0;16.0;"2019-02-03 20:34:20";"Y";"N";"N";"N";"Y";"N";"Y";"BW0822500733,BW0822500732,BW0822500731,BW0822500730,BW0822500729,BW0822500728,BW0822500727,BW0822500721,BW0822500493,BW0822500492,BW0822500491,BW0822500467,BW0822500465,BW0822500464,BW0822500463,BW0822500462,BW0822500460,BW0822500459,BW0822500458,BW0822500466,BW0822500301,BW0822500300,BW0822500299,BW0822500297,BW0822500296,BW0822500295,BW0822500303,BW0822500302"
"MWS327117";26.0;"LW_37";"M77QF;M77QJ;M77QG";3.0;315.0;44.0;"10.6V-B37-50KG";5128.0;15.0;"2019-02-03 07:33:591";"Y";"N";"N";"N";"Y";"N";"Y";"BW0822495430,BW0822495429,BW0822495428,BW0822495427,BW0822495426,BW0822495425,BW0822495424,BW0822495423,BW0822495422,BW0822495421,BW0822495250,BW0822495249,BW0822495248,BW0822495247,BW0822495246,BW0822495245,BW0822495243,BW0822495242,BW0822495241,BW0822495088,BW0822495087,BW0822495086,BW0822495085,BW0822495084,BW0822495082,BW0822495081,BW0822495080,BW0822495089"
"MWS325976";27.0;"LW_37";"M76KP;M775M";2.0;329.0;44.0;"10.6V-B37-50KG";5127.0;14.0;"2019-02-02 06:51:685";"Y";"N";"N";"N";"Y";"N";"Y";"BW0822487575,BW0822487574,BW0822487573,BW0822487572,BW0822487571,BW0822487570,BW0822487569,BW0822487568,BW0822487563,BW0822487314,BW0822487313,BW0822487312,BW0822487286,BW0822487285,BW0822487284,BW0822487283,BW0822487282,BW0822487281,BW0822487280,BW0822487279,BW0822487278,BW0822487277"
"MWS326379";28.0;"LW_37";"M77DH";1.0;388.0;44.0;"10.6V-B37-50KG";5125.0;12.0;"2019-01-27 22:52:983";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822449782,BW0822449781,BW0822449780,BW0822449779,BW0822449778,BW0822449777,BW0822449770,BW0822449776,BW0822449775,BW0822449774,BW0822449773,BW0822449772,BW0822449771,BW0822449378,BW0822449377,BW0822449376,BW0822449369,BW0822449368,BW0822449367"
"MWS326636";29.0;"LW_37";"M76HU;M76UY;M76UP";3.0;292.0;44.0;"10.6V-B37-50KG";5124.0;11.0;"2019-01-27 11:31:192";"Y";"Y";"N";"N";"Y";"N";"Y";"BW0822446250,BW0822446249,BW0822446252,BW0822446251,BW0822446248,BW0822446247,BW0822446245,BW0822446244,BW0822446243,BW0822446073,BW0822446075,BW0822446076,BW0822446074,BW0822446072,BW0822446071,BW0822446069,BW0822446068,BW0822446067,BW0822445949,BW0822445940,BW0822445942,BW0822445941,BW0822445948,BW0822445947,BW0822445946,BW0822445945,BW0822445944"
