"MWS_SAW_BATCH_ID";"MX_Y";"MX_LOCAL_WARP__X_Y_RAW";"MX_LOCAL_WARP__X_Y_SMOOTH"
"MWS325853";46.0;0.4014433767398199;0.4101471963998261
"MWS325853";48.0;0.35206104156043794;0.3881451000641871
"MWS325853";50.0;0.29909847129550243;0.36453967368974993
"MWS325853";52.0;0.3540836645948768;0.33949509821734886
"MWS325853";54.0;0.431659881033055;0.31153270556814494
"MWS325853";56.0;0.3789112259923584;0.2778712386626637
"MWS325853";58.0;0.33706465209808406;0.2369540269324661
"MWS325853";60.0;0.23842149403321353;0.18895905854010364
"MWS325853";62.0;0.09104039208756551;0.13554366347304536
"MWS325853";64.0;-0.0029060891270637603;0.07914117626219931
"MWS325853";66.0;0.007980206741227059;0.02122257965126585
"MWS325853";68.0;0.00438826594501733;-0.03806062317164358
"MWS325853";70.0;-0.09716125404876139;-0.09922440025549487
"MWS325853";72.0;-0.2113126337695091;-0.16184538031889587
"MWS325853";74.0;-0.3126262465269409;-0.22396738267372937
"MWS325853";76.0;-0.4151033830865183;-0.28287505172237115
"MWS325853";78.0;-0.47810144458380005;-0.33648280653023166
"MWS325853";80.0;-0.4368713145512286;-0.3838641719596094
"MWS325853";82.0;-0.4905804940830503;-0.4255454582935033
"MWS325853";84.0;-0.5348989276174042;-0.4626041686247513
"MWS325853";86.0;-0.5517928560616241;-0.4959674038128784
"MWS325853";88.0;-0.5530894690545068;-0.5260802124836726
"MWS325853";90.0;-0.5750566159188748;-0.5524667755736667
"MWS325853";92.0;-0.5952777538945279;-0.5753674101570813
"MWS325853";94.0;-0.5954768910879891;-0.5958533862014679
"MWS325853";96.0;-0.6105706270080474;-0.6149579319939925
"MWS325853";98.0;-0.646537030726516;-0.6337749707685048
"MWS325853";100.0;-0.6188788145780565;-0.6531855662812948
"MWS325853";102.0;-0.6409714882820846;-0.6735291877688289
"MWS325853";104.0;-0.7590266294551619;-0.6945376966539729
"MWS325853";106.0;-0.7693457520504793;-0.7146906404976148
"MWS325853";108.0;-0.7075382547080518;-0.7327384137123917
"MWS325853";110.0;-0.7587952258189519;-0.7496790264214555
"MWS325853";112.0;-0.7904679181840686;-0.7660439877539917
"MWS325853";114.0;-0.7908164411120944;-0.7810236094685504
"MWS325853";116.0;-0.8360475618640583;-0.7938060606183489
"MWS325853";118.0;-0.9036742735902469;-0.802296305797082
"MWS325853";120.0;-0.8987898528327543;-0.8040068862297762
"MWS325853";122.0;-0.8264364237752226;-0.7984335083093482
"MWS325853";124.0;-0.7769673816983899;-0.7869635537793649
"MWS325853";126.0;-0.7720514718608725;-0.7718009121212601
"MWS325853";128.0;-0.8554021153974141;-0.7547719958368416
"MWS325853";130.0;-0.8339884853776958;-0.7349779734579158
"MWS325853";132.0;-0.8171355092194346;-0.7113806045019081
"MWS325853";134.0;-0.7152444514383871;-0.6847772033479776
"MWS325853";136.0;-0.4739948422047827;-0.6565153164119835
"MWS325853";138.0;-0.3924082217613857;-0.6302542485824721
"MWS325853";140.0;-0.49031251515572266;-0.6097866513186043
"MWS325853";142.0;-0.5209744132889642;-0.5952630593457143
"MWS325853";144.0;-0.547297654296789;-0.5850116214994509
"MWS325853";146.0;-0.6491127460532718;-0.5778533740327317
"MWS325853";148.0;-0.5758892028033732;-0.5722350088583422
"MWS326309";-148.0;-5.141958774874609;-4.176484000598756
"MWS326309";-146.0;-4.468356161837194;-3.8834131932396057
"MWS326309";-144.0;-3.5018475240348685;-3.5529190028063873
"MWS326309";-142.0;-2.738246261359503;-3.20109729526678
